epoch,loss
99,0.0011497779050841928
100,0.0010984682012349367
101,0.001070175669156015
102,0.001079747686162591
103,0.001154481084086001
104,0.0010385561035946012
105,0.0010203024139627814
106,0.0010338161373510957
107,0.0010039584012702107
108,0.0010041638743132353
109,0.0009903393220156431
110,0.000980381853878498
111,0.0009628153638914227
112,0.0009527040529064834
113,0.0009360185940749943
114,0.0009280489757657051
115,0.0009181272471323609
116,0.0009084953926503658
117,0.0008878706721588969
118,0.0008674879791215062
119,0.000848105177283287
120,0.0008230232051573694
121,0.0008034263737499714
122,0.0008116874378174543
123,0.0007863118080422282
124,0.0007755722035653889
125,0.0007767374045215547
126,0.0007648725877515972
127,0.0007626929436810315
128,0.000768293859437108
129,0.0007571249734610319
130,0.000752796942833811
131,0.000751853222027421
132,0.0007492110598832369
133,0.0007490829448215663
134,0.000744987977668643
135,0.0007580984965898097
136,0.0007405970827676356
137,0.0007408912060782313
138,0.0007352486718446016
139,0.0007573331240564585
140,0.0007420981419272721
141,0.0007348001236096025
142,0.0007503342349082232
143,0.0007201376720331609
144,0.0007154872291721404
145,0.0007052642176859081
146,0.0007058527553454041
147,0.0007023778161965311
148,0.0007004912476986647
149,0.0006946836947463453
150,0.0007403069757856429
151,0.0006839118432253599
152,0.0006754636997357011
153,0.0006732449983246624
154,0.0006640126812271774
155,0.0006576559972018003
156,0.0006533317500725389
157,0.0006484990008175373
158,0.0006665118271484971
159,0.0006371056078933179
160,0.0006243044044822454
161,0.0006471311789937317
162,0.0006765840225853026
163,0.0006138960598036647
164,0.0006076484569348395
165,0.000593851669691503
166,0.0005951791536062956
167,0.0005939349648542702
168,0.0005678564193658531
169,0.0005783289670944214
170,0.0005795142496936023
171,0.0005654821870848536
172,0.000656651274766773
173,0.0007977377972565591
174,0.0005922077689319849
175,0.0005722407950088382
176,0.0005653260159306228
177,0.0005635188426822424
178,0.0005635499837808311
179,0.0005414750776253641
180,0.0005445755668915808
181,0.0005461754044517875
182,0.0005376256885938346
183,0.0005314293666742742
184,0.0005246222717687488
185,0.0005234318086877465
186,0.0005265870713628829
187,0.0005206377245485783
188,0.0005137897678650916
189,0.0005152514786459506
190,0.0005003964179195464
191,0.0005076771485619247
192,0.0004907906986773014
193,0.0004872351710218936
194,0.00048643245827406645
195,0.00047904776874929667
196,0.000470624741865322
197,0.0004594289348460734
198,0.0004589512827806175
199,0.0004540837835520506
200,0.00044259833521209657
201,0.00042809644946828485
202,0.000419811112806201
203,0.00041386220254935324
204,0.0004088195855729282
205,0.0004040586354676634
206,0.00039351286250166595
207,0.00038706258055754006
208,0.0003922960313502699
209,0.0003819442936219275
210,0.0003865804465021938
211,0.00037797182449139655
212,0.00037720988621003926
213,0.00037457275902852416
214,0.00037371477810665965
215,0.0003716046630870551
216,0.00038356773438863456
217,0.0003808896290138364
218,0.0003762927954085171
219,0.00037055285065434873
220,0.0003678814391605556
221,0.00036342136445455253
222,0.0003649466671049595
223,0.0003645277756731957
224,0.00037567250546999276
225,0.00036900342092849314
226,0.00035994869540445507
227,0.0003597784088924527
228,0.0003610318526625633
229,0.00036683332291431725
230,0.000366739637684077
231,0.00035772990668192506
232,0.00035895893233828247
233,0.0003598011389840394
234,0.0003674622275866568
235,0.00036779814399778843
236,0.0003589674597606063
237,0.00036748414277099073
238,0.000357344513759017
239,0.0003491235838737339
240,0.00034573054290376604
241,0.0003469265066087246
242,0.0003445223846938461
243,0.00034740212140604854
244,0.0003497930592857301
245,0.000348017638316378
246,0.00034518056781962514
247,0.0003543391067069024
248,0.00035319162998348475
249,0.0003381185233592987
250,0.0003351079358253628
251,0.00033072434598580003
252,0.00032832444412633777
253,0.00032593199284747243
254,0.00032552386983297765
255,0.0003251436282880604
256,0.0003203903615940362
257,0.00031782480073161423
258,0.0003185003297403455
259,0.0003128121607005596
260,0.0003089337551500648
261,0.0003001644217874855
262,0.0003004922764375806
263,0.0002982050064019859
264,0.000293715886073187
265,0.00028697631205432117
266,0.0002849933225661516
267,0.00027796151698566973
268,0.0002860332024283707
269,0.0002746808168012649
270,0.00026510856696404517
271,0.00027170678367838264
272,0.00026260290178470314
273,0.0002761001233011484
274,0.000262816232861951
275,0.0002539942797739059
276,0.00025136489421129227
277,0.0002549759519752115
278,0.000260545959463343
279,0.0002558644628152251
280,0.00023461173987016082
281,0.00023168092593550682
282,0.0002451144391670823
283,0.00023974679061211646
284,0.00023803295334801078
285,0.0002326841640751809
286,0.0002516301174182445
287,0.00023180384596344084
288,0.00022557257034350187
289,0.00022476250887848437
290,0.0002335860626772046
291,0.000225734431296587
292,0.00024828073219396174
293,0.00022832176182419062
294,0.0002214921114500612
295,0.0002180321462219581
296,0.0002350655267946422
297,0.00021863315487280488
298,0.00022217472724150866
299,0.00021908769849687815
